team;event;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR 1;eOPR2
5650;MITroy;0.00;-0.04;0.62;0.03;0.70;0.00;0.06;0.68;0.94;0.01;-0.74;0.22;0.54;1.10;0.25;0.67;-0.07;0.13;0.47;0.39;0.22;0.05;-0.09;0.06;0.21;-0.30;0.92;-0.41;12.70;7.53;1.39;4.20;-0.42;0.81;0.58;13.49;1.60;19.68;14.57
5650;MIWaterford;0.00;0.00;-0.16;-0.26;-0.36;-0.02;0.36;0.66;0.52;1.55;0.40;0.69;-0.03;0.16;0.47;0.72;0.71;0.60;-0.09;0.61;0.57;0.04;-0.06;-0.01;-2.43;0.09;-2.51;-0.01;15.26;13.74;-1.61;1.63;1.50;0.43;0.16;12.99;2.50;18.10;19.68
5651;PCHColumbus;0.00;0.00;0.06;0.15;0.08;0.00;-0.04;0.13;;0.06;1.10;0.00;0.08;-0.21;0.17;;0.24;0.32;-0.28;0.19;0.26;0.02;0.12;-0.05;-4.13;0.34;-4.42;-0.05;4.90;5.19;0.85;-1.14;0.00;-0.23;-0.13;0.63;0.60;2.37;-0.07
5651;PCHAlbany;0.00;0.00;-0.22;0.02;-0.16;0.04;0.12;0.70;-0.73;-0.13;1.02;0.48;0.47;1.24;0.61;0.28;-0.17;0.55;0.53;0.38;0.15;0.11;-0.04;-0.06;2.89;0.06;2.81;0.01;12.21;8.59;-0.33;3.95;0.00;0.79;0.24;15.34;2.00;19.85;18.89
5651;GAStateChampionship;-0.09;-0.04;-0.55;0.25;-0.36;-0.05;-0.06;0.50;;0.38;-0.47;0.68;3.06;0.16;0.29;-4.82;0.16;0.55;0.25;0.33;0.33;0.09;-0.07;0.04;0.06;0.01;0.87;-0.83;10.56;8.53;0.15;2.76;-0.88;0.49;0.65;11.27;1.79;14.64;8.75
5653;LakeSuperior;-0.01;-0.02;1.34;-0.17;0.92;0.00;0.35;0.61;;0.11;1.01;;;0.67;1.25;;0.25;0.83;0.21;0.90;0.52;-0.01;0.22;0.04;1.44;-0.39;2.11;-0.27;20.82;12.93;1.83;4.50;1.57;1.00;0.16;22.42;2.80;32.28;29.30
5654;Israel;0.00;0.01;0.08;-0.33;-0.21;-0.01;0.16;0.53;;0.26;0.55;0.50;0.16;0.80;0.77;;0.52;0.67;0.16;0.79;-0.01;0.22;-0.02;0.01;8.27;-0.14;8.29;0.12;7.79;9.20;-1.48;1.16;-1.08;0.16;1.18;17.25;2.67;23.25;20.21
5655;SiliconValley;0.00;0.08;-0.01;0.59;0.52;0.05;-0.08;0.48;;0.17;;0.42;;-0.50;0.67;;0.11;0.46;-0.44;0.70;0.01;-0.75;0.15;-0.03;1.62;-0.10;0.93;0.79;9.75;6.07;2.95;1.85;-1.12;0.29;-3.88;7.49;1.31;12.38;7.09
5657;Colorado;-0.01;0.03;1.39;0.15;1.45;0.00;0.12;0.61;0.50;-0.01;0.74;0.52;;0.60;0.38;0.69;0.22;0.52;0.48;0.53;0.35;0.33;0.11;0.13;8.68;0.26;8.15;0.26;21.67;7.70;3.54;2.43;8.01;1.02;2.29;32.64;2.36;43.07;34.99
5658;NorthernLights;0.00;-0.04;1.70;0.62;2.18;0.01;0.05;0.61;-4.40;0.10;;0.12;;0.56;0.23;;-0.04;0.55;0.64;0.23;-0.20;-0.26;0.10;0.31;3.65;1.03;3.06;-0.44;19.22;8.42;6.53;4.79;-0.51;0.92;0.29;23.15;1.99;34.94;24.29
5659;SBPLILongIsland;0.00;-0.04;1.02;0.10;0.93;0.03;0.19;0.68;0.95;0.28;0.91;0.58;;0.60;0.67;;0.14;0.74;0.43;0.68;-0.16;-0.06;0.14;-0.04;6.24;0.67;6.00;-0.44;22.21;10.36;2.52;6.30;3.03;1.46;-0.52;27.93;2.67;37.52;32.56
5660;MIMarysville;-0.05;0.00;0.67;0.21;0.97;-0.04;0.15;0.64;;0.39;0.33;0.55;0.06;0.32;0.68;0.67;0.46;0.39;0.44;0.69;0.17;-0.19;-0.13;-0.08;4.23;1.09;3.39;-0.25;17.69;11.38;2.41;3.92;-0.02;0.78;-1.37;20.55;2.62;30.11;22.62
5660;MIKetteringUniversity1;0.08;0.00;-0.02;0.34;0.41;0.00;0.05;0.72;0.83;0.45;0.68;0.01;-0.40;-0.03;0.22;0.06;0.50;0.39;-0.18;0.17;-0.10;-0.05;-0.01;-0.04;3.30;0.82;2.07;0.41;8.34;6.96;1.66;0.24;-0.52;0.01;-0.44;11.20;1.60;16.48;12.20
5661;MILakeSuperiorStateUniversity;-0.02;0.01;3.07;-0.02;3.07;0.17;0.27;0.72;6.00;0.36;0.55;0.63;0.35;0.91;0.71;0.40;0.40;0.63;0.78;0.53;0.06;0.10;-0.03;0.08;7.15;0.39;6.78;-0.02;20.79;11.83;6.04;4.40;-1.48;0.78;0.89;28.82;3.04;46.04;38.53
5661;MIMidland;0.00;0.00;0.66;-0.35;0.31;0.04;0.28;0.73;;0.28;0.84;0.61;-861484019629579.00;0.30;0.55;;0.17;0.79;0.11;0.60;0.38;-0.01;-0.01;0.04;6.98;0.55;6.39;0.03;10.42;8.80;-0.46;3.96;-1.88;0.67;0.15;17.54;2.40;24.52;24.08
5661;MIStandishSterling;-0.01;0.12;0.07;-0.17;0.03;0.00;0.12;0.29;0.29;0.00;-0.18;0.33;0.00;-0.12;0.64;0.17;0.26;0.29;0.16;0.61;0.51;-0.31;-0.02;-0.04;3.63;0.79;1.68;1.17;9.68;7.62;-0.71;3.47;-0.70;0.65;-1.73;11.59;1.69;15.91;13.91
5662;MITroy;0.00;-0.03;0.08;0.50;0.46;0.07;0.36;0.57;1.81;0.70;0.18;0.63;-0.32;-0.17;0.29;0.67;0.92;0.66;0.00;0.54;-0.32;0.66;0.10;0.16;5.24;0.77;4.73;-0.27;15.27;11.10;2.67;3.12;-1.62;0.52;4.10;24.61;2.69;32.78;33.50
5662;MIWaterford;-0.01;-0.09;0.30;-0.19;0.02;-0.02;0.45;0.78;0.92;1.42;0.82;0.77;-0.21;0.69;0.84;0.76;0.95;0.79;0.32;0.70;0.23;-0.18;-0.02;-0.01;1.45;0.65;1.78;-0.99;20.35;16.81;-0.36;3.76;0.13;0.76;-0.93;20.87;3.54;29.77;29.45
5663;Australia;0.00;0.03;-0.31;0.07;-0.06;0.00;0.21;0.60;0.98;-0.02;2.42;0.88;1.33;1.15;0.74;0.93;-0.08;1.00;1.20;0.75;-0.04;-0.03;-0.15;0.02;9.18;0.02;8.88;0.27;15.46;12.96;-0.26;2.65;0.10;0.54;-0.04;24.59;3.48;33.11;28.74
5664;MIWestMI;0.00;-0.05;0.16;-0.26;-0.17;-0.02;-0.17;0.74;0.85;-0.28;0.08;0.75;;0.06;0.23;0.61;0.00;0.39;0.10;0.31;1.03;0.33;0.02;0.10;1.79;-0.26;2.54;-0.49;5.49;6.44;-0.99;1.09;-1.05;0.15;2.15;9.42;1.54;12.75;5.55
5664;MIEastKentwood;-0.01;0.01;0.20;-0.48;-0.58;-0.09;0.04;0.67;;0.24;0.38;0.13;;0.41;0.50;0.98;0.28;0.46;0.31;0.58;0.20;0.03;0.30;-0.09;2.38;-0.60;2.94;0.04;11.59;10.02;-2.00;2.83;0.75;0.62;-0.29;13.68;2.30;17.63;12.21
5665;SouthFlorida;-0.02;-0.02;-0.60;-0.56;-1.12;-0.10;-0.03;0.71;;0.37;0.67;0.15;;0.19;0.46;8.01;0.08;0.80;0.03;0.54;0.22;0.60;-0.07;0.11;1.15;0.31;1.11;-0.27;7.74;10.20;-3.98;3.27;-1.75;0.54;3.57;12.46;2.15;14.33;9.42
5666;MARDistrictChampionship;-0.03;-0.02;1.83;0.02;1.42;-0.09;0.20;0.50;;0.59;0.65;0.77;;-0.22;0.63;;0.57;0.72;-0.16;0.63;0.09;-0.23;0.39;0.15;6.44;0.56;6.23;-0.34;13.63;8.17;3.79;3.08;-1.41;0.52;-0.38;19.69;2.26;29.77;21.48
5666;MARMontgomery;-0.01;-0.09;1.28;0.06;1.07;0.06;0.42;0.77;0.13;0.13;0.07;0.75;;0.76;0.78;;-0.01;0.58;0.61;0.80;0.12;0.38;0.16;0.10;6.52;1.03;6.49;-0.99;17.94;10.47;2.85;4.85;-0.24;0.95;2.39;26.85;2.74;37.06;36.72
5666;MARSeneca;0.00;-0.05;0.39;-0.20;-0.04;-0.08;0.14;0.76;-1.18;0.27;0.36;0.91;0.40;0.45;1.02;0.66;-0.02;0.69;0.34;0.72;0.35;-0.09;0.18;0.04;5.93;1.41;5.01;-0.49;14.81;9.97;-0.21;5.07;-0.02;1.01;-0.24;20.50;2.49;26.62;21.35
5667;Buckeye;0.01;-0.06;0.73;0.00;0.61;-0.03;-0.05;0.35;;0.06;1.13;0.92;0.31;0.65;0.47;0.79;0.14;0.71;0.32;0.61;0.29;-0.01;0.08;-0.02;6.30;0.21;6.60;-0.51;8.66;7.29;1.48;3.17;-3.29;0.42;-0.18;14.78;2.12;21.98;13.10
5667;QueenCity;-0.06;-0.06;0.78;-0.27;0.31;-0.12;0.24;0.74;;0.59;0.45;0.29;;0.16;0.68;-298027007930159.00;0.73;0.52;-0.20;0.66;0.53;0.47;0.09;0.16;7.63;0.69;7.79;-0.86;12.62;8.34;0.20;5.50;-1.42;1.01;3.18;23.43;2.45;30.50;25.11
5669;LosAngeles;0.00;-0.07;0.19;-0.07;0.10;0.00;0.00;0.37;0.73;0.20;-0.42;0.97;-0.87;-0.02;0.18;;0.07;0.00;0.10;0.21;-0.12;-0.10;-0.05;-0.05;1.16;-0.89;2.75;-0.70;4.22;2.41;0.03;3.61;-1.83;0.60;-0.72;4.65;0.76;6.86;4.66
5672;NorthBay;0.15;0.11;0.65;-0.19;0.87;-0.04;0.00;0.30;;0.29;0.44;0.58;0.34;0.33;0.35;0.73;0.28;0.40;0.21;0.42;0.04;0.23;-0.14;0.06;1.42;0.37;-0.85;1.90;9.94;8.42;0.37;2.91;-1.75;0.46;1.44;12.79;1.60;19.51;11.77
5674;MILansing;0.00;-0.01;0.08;0.10;0.01;-0.06;0.31;0.79;;0.15;0.62;0.64;;0.81;0.50;;-0.15;0.71;0.88;0.50;0.80;-0.02;0.15;-0.08;4.24;1.23;3.13;-0.12;19.22;12.12;0.65;5.03;1.43;1.10;-0.53;22.94;2.74;29.82;27.56
5674;MILakeview;0.04;0.00;-0.19;-0.03;-0.37;-0.01;0.08;0.74;;0.88;0.30;0.60;13.13;-0.01;0.20;1.44;0.55;0.51;0.04;0.50;0.18;1.05;0.18;0.30;0.42;0.41;-0.18;0.20;13.07;11.74;-0.53;1.91;-0.05;0.38;6.76;20.26;2.33;24.94;21.74
5675;MIWestMI;0.00;0.05;0.25;2.62;2.84;-0.06;0.26;0.50;1.54;0.83;0.64;0.66;;0.40;0.30;0.75;0.91;0.73;0.45;0.48;-0.10;0.05;0.07;0.03;6.55;0.85;5.25;0.46;28.82;12.69;13.58;3.86;-1.31;0.69;0.41;35.79;3.06;52.32;39.64
5675;MILakeview;0.02;-0.04;0.24;0.49;0.51;-0.03;0.23;0.66;;0.04;0.98;0.58;6.46;0.26;0.43;0.50;0.13;0.73;0.24;0.55;0.02;0.31;0.20;0.09;11.57;0.03;11.79;-0.26;14.32;5.64;2.94;4.94;0.79;1.04;2.01;27.90;2.31;35.27;31.73
5676;MIHowell;-0.06;-0.08;0.81;0.64;1.34;0.06;0.29;0.71;;-0.05;0.45;0.48;;0.84;0.65;0.67;0.03;0.58;0.69;0.65;-0.09;-0.07;-0.02;-0.06;7.41;0.30;8.17;-1.06;19.93;9.24;4.82;4.08;1.78;0.94;-0.67;26.66;2.67;37.52;33.88
5676;MILansing;0.04;0.12;0.16;0.43;0.82;-0.01;0.06;0.63;;0.05;0.42;0.55;;0.56;0.81;;0.08;0.49;0.38;0.73;0.02;0.39;-0.06;0.08;4.40;1.20;1.83;1.37;14.53;10.61;2.49;2.07;-0.65;0.37;2.36;21.29;2.31;29.60;22.29
5677;SiliconValley;0.00;-0.10;1.47;0.07;1.52;0.03;0.43;0.69;;-0.21;;0.70;;0.91;0.70;;0.19;0.60;0.95;0.68;0.76;0.67;-0.07;-0.06;6.52;0.62;6.85;-0.95;18.23;12.19;3.30;3.19;-0.45;0.61;3.05;27.80;3.12;40.36;37.20
5677;CentralValley;0.00;-0.19;1.01;0.55;1.43;0.01;0.12;0.28;;-0.36;0.61;0.67;-0.26;0.15;0.79;;0.27;0.74;0.13;0.75;0.08;0.51;-0.06;-0.02;3.90;0.23;5.61;-1.94;18.86;8.05;4.79;4.96;1.06;1.06;2.47;25.23;2.17;35.12;27.90
5678;Ventura;0.00;-0.08;-0.73;0.19;-0.53;-0.04;0.23;0.70;0.00;-0.23;1.17;0.82;;0.20;0.68;1.16;-0.19;0.79;0.35;0.69;0.57;0.13;-0.10;-0.04;3.30;0.19;3.92;-0.81;9.50;9.69;-0.54;0.13;0.22;0.04;0.45;13.25;2.33;17.41;16.85
5679;NCGuilfordCounty;-0.07;-0.01;2.03;0.02;1.75;0.00;-0.05;0.69;-0.44;0.17;0.55;-0.01;0.15;0.11;0.82;0.96;-0.20;0.42;0.21;0.88;0.02;0.18;0.22;0.06;9.83;-0.04;10.31;-0.44;12.41;4.83;4.15;3.56;-0.14;0.70;1.21;23.46;2.00;33.93;22.43
5679;NCUNCAsheville;-0.04;0.00;0.53;0.38;0.84;-0.03;0.30;0.57;0.82;-0.05;0.55;0.46;;0.18;0.66;0.77;0.32;0.62;0.19;0.68;0.17;0.21;0.02;-0.05;10.13;-0.23;10.56;-0.21;12.65;6.61;2.95;2.92;0.17;0.60;0.80;23.58;2.38;32.16;28.66
5679;NCStateChampionship;-0.01;0.00;0.72;0.17;0.76;-0.11;0.27;0.65;0.30;0.62;0.63;0.89;;0.59;0.51;;0.57;0.73;0.49;0.55;0.46;0.23;0.11;0.05;6.45;0.80;5.70;-0.05;17.78;12.13;2.26;2.76;0.64;0.59;1.37;25.60;3.00;35.45;28.07
5680;TorontoCentral;0.06;-0.01;1.09;-0.01;1.30;-0.02;0.20;0.52;-0.85;-0.49;;0.59;;0.30;0.83;1.00;0.02;0.60;0.28;0.84;0.04;0.52;-0.18;0.44;2.71;0.49;2.06;0.16;17.41;10.23;2.10;3.48;1.61;0.80;4.82;24.94;2.25;34.62;28.46
5681;Alamo;0.00;0.18;-0.46;0.40;0.18;-0.06;-0.14;0.44;-10.06;-0.73;-0.91;1.05;-3.09;0.32;0.50;-10.52;-0.22;-0.18;0.15;0.17;0.25;0.45;-0.05;0.33;2.66;-0.52;1.40;1.78;5.37;1.06;1.11;4.31;-1.12;0.79;3.88;11.58;0.35;13.00;7.27
5682;Dallas;-0.01;-0.03;0.48;0.25;0.73;0.18;0.06;0.40;;-0.05;0.05;-0.04;;0.22;0.47;0.30;0.12;0.23;0.09;0.39;0.20;0.20;-0.03;0.00;7.11;0.03;7.39;-0.31;6.63;2.44;2.19;1.75;0.25;0.37;0.98;14.72;1.23;20.06;20.38
5683;PNWAuburnMountainview;0.00;-0.01;0.20;0.05;0.22;-0.03;-0.02;0.35;;0.44;0.42;0.02;;0.10;0.58;;0.44;0.28;-0.15;0.62;-0.22;0.12;0.03;0.17;5.99;0.91;5.13;-0.05;5.90;5.10;0.67;-0.32;0.45;-0.03;1.41;13.30;1.53;17.82;12.30
5683;PNWAuburn;0.00;0.05;0.33;-0.32;0.11;-0.03;0.16;0.69;18.56;0.59;0.73;0.63;0.92;-0.53;0.84;0.64;0.38;0.69;-0.15;0.72;-0.05;0.14;-0.06;0.14;10.46;-0.12;10.10;0.48;7.48;6.58;-0.96;1.83;0.03;0.37;1.42;19.36;2.33;25.52;21.88
5684;MARDistrictChampionship;0.05;0.02;4.15;0.13;4.31;0.42;0.45;0.70;;0.83;0.80;0.48;;0.59;0.70;;0.85;0.56;0.41;0.71;0.40;0.48;0.05;0.05;14.62;-0.59;14.71;0.50;23.29;8.85;8.95;4.32;1.17;0.94;2.64;40.55;3.24;62.12;60.24
5684;MARMontgomery;-0.02;-0.03;3.71;0.10;3.72;0.33;0.44;0.78;1.29;1.07;0.59;0.80;;0.09;0.61;;1.02;0.67;0.07;0.59;0.47;0.05;0.04;0.20;8.84;0.36;8.87;-0.40;26.21;11.24;7.94;6.57;0.46;1.35;1.21;36.26;3.14;55.74;53.46
5684;MARSeneca;0.00;-0.03;1.68;0.18;1.86;0.12;0.22;0.77;1.23;0.61;0.32;0.71;-0.82;0.13;0.07;0.62;0.70;0.40;0.13;0.28;-0.21;0.64;-0.03;0.12;5.84;0.60;5.52;-0.27;16.20;8.67;4.28;4.15;-0.89;0.77;3.78;25.82;2.29;37.35;33.23
5685;MILakeview;0.00;-0.01;0.09;0.27;0.36;-0.02;0.06;0.72;;0.02;1.03;0.06;-2.06;-0.01;0.33;-0.76;0.13;0.37;0.02;0.15;-0.08;-0.05;-0.02;-0.01;4.20;0.40;3.92;-0.12;9.89;4.93;1.52;3.73;-0.29;0.73;-0.33;13.75;1.38;18.33;14.28
5685;MIWoodhaven;-0.01;0.06;0.25;0.04;0.11;-0.06;0.12;0.67;-0.32;0.35;0.54;1.04;-0.07;0.20;0.33;0.13;0.27;0.69;0.26;0.25;0.27;0.02;0.23;-0.02;9.19;0.05;8.59;0.56;10.79;6.38;0.69;3.77;-0.05;0.75;-0.05;19.94;2.14;25.61;20.94
5686;NEDistrictChampionship;-0.10;0.18;1.77;0.29;1.99;0.21;0.35;0.68;;0.77;0.67;0.68;;0.19;0.63;0.67;0.75;0.68;0.22;0.67;0.49;0.43;0.15;0.07;10.33;0.42;8.62;1.28;20.08;10.66;4.99;5.00;-0.57;0.96;2.55;32.95;2.99;46.66;45.26
5686;NEHartford;0.08;-0.10;1.32;0.66;1.88;0.08;0.42;0.74;0.94;0.70;0.51;0.61;;-0.06;0.69;0.67;0.83;0.76;-0.05;0.67;-0.22;-0.18;0.07;0.18;11.54;-0.04;12.20;-0.61;20.00;8.67;5.92;4.53;0.88;0.96;-0.01;31.54;2.95;44.80;41.87
5686;NEWaterbury;0.00;0.02;0.21;-0.29;-0.06;-0.02;0.36;0.78;1.58;0.71;0.52;0.42;0.15;-0.10;0.74;0.83;1.11;0.70;-0.22;0.69;-0.05;0.02;0.00;0.19;6.88;-0.23;6.91;0.20;12.05;11.84;-1.04;0.82;0.42;0.19;1.03;19.96;3.06;27.43;2.63
5687;NEDistrictChampionship;0.04;0.05;1.20;2.44;3.68;0.35;0.36;0.66;;0.73;0.67;0.69;;-0.35;0.66;0.67;0.74;0.69;-0.37;0.67;-0.02;0.30;0.05;0.19;12.56;-0.46;12.33;0.69;24.50;5.77;14.60;5.22;-1.08;0.97;2.43;39.49;2.39;56.96;55.52
5687;NEPineTree;0.00;0.10;1.08;1.70;2.54;0.00;0.32;0.60;0.04;1.06;0.94;0.69;;-0.20;0.75;0.73;0.99;0.70;-0.19;0.71;0.19;0.20;0.34;0.06;10.67;0.17;9.55;0.95;22.97;9.25;10.67;2.64;0.41;0.56;1.30;34.94;2.81;49.90;41.44
5687;NEGraniteState;0.01;0.00;0.09;2.36;2.53;-0.02;0.58;0.75;0.26;1.28;0.95;1.02;;-0.24;0.95;0.64;1.29;1.09;-0.27;0.79;-0.11;0.00;-0.07;0.08;8.21;-0.34;8.47;0.08;29.76;13.98;11.99;3.65;0.15;0.74;0.39;38.36;3.64;55.38;49.67
5688;MILansing;-0.03;0.03;0.58;0.02;0.54;-0.07;0.39;0.46;;0.71;0.72;0.74;;1.31;0.54;;0.83;0.71;0.91;0.58;0.52;-0.16;0.05;0.06;4.51;0.72;3.66;0.13;20.82;15.62;1.23;5.20;-1.23;0.96;-0.47;24.86;3.49;35.28;30.89
5688;MIWaterford;0.00;-0.08;0.22;0.17;0.33;0.01;0.43;0.45;0.98;1.45;0.43;0.15;0.80;-0.15;0.17;0.78;1.17;0.40;0.30;0.38;-0.10;0.01;-0.01;-0.04;0.85;-0.26;1.90;-0.79;18.29;12.59;1.29;4.21;0.21;0.86;-0.18;18.97;2.71;26.75;27.74
5689;WindsorEssex;-0.03;-0.27;-0.36;0.07;-0.70;0.01;0.11;0.15;;0.60;14.71;0.38;;0.02;0.51;;0.52;0.69;0.04;0.37;0.44;0.61;0.11;-0.03;-2.76;0.88;-0.77;-2.87;13.53;9.25;-0.38;4.46;0.21;0.91;2.93;13.70;1.77;15.94;16.07
5690;LakeSuperior;0.01;0.09;0.18;-0.50;-0.15;-0.01;0.49;0.73;;0.50;1.01;;;0.71;1.28;;0.69;0.86;0.79;1.01;-0.07;-0.24;-0.07;-0.07;10.76;-0.04;9.87;0.94;17.12;15.46;-2.14;3.21;0.59;0.68;-1.55;26.34;4.08;36.07;35.83
5692;MILakeSuperiorStateUniversity;-0.03;-0.01;1.16;-0.15;0.91;-0.03;0.36;0.70;-3.78;0.68;0.46;0.52;0.04;0.69;0.64;0.64;0.50;0.65;0.43;0.74;0.27;0.41;0.06;-0.02;6.42;1.20;5.46;-0.24;19.07;12.36;1.59;4.16;0.96;0.90;1.93;27.42;3.02;37.81;33.89
5692;MIEscanaba;0.00;0.00;0.35;0.33;0.40;-0.01;0.06;0.44;0.08;0.66;0.77;0.90;1.05;-0.08;0.72;0.69;0.49;0.59;0.20;0.58;0.11;0.19;0.28;0.09;5.90;1.11;4.79;0.00;16.12;9.24;2.34;4.86;-0.32;0.95;1.38;23.40;2.33;30.48;24.36
5694;MIKetteringUniversity1;-0.02;0.00;-0.24;-0.07;-0.31;0.00;-0.02;0.58;-0.23;-0.10;0.23;-0.17;0.19;0.32;0.20;-0.22;0.15;0.13;0.34;0.11;-0.15;0.53;-0.01;0.07;-1.69;-0.11;-1.50;-0.08;7.27;7.41;-0.81;1.57;-0.90;0.25;3.00;8.57;1.33;10.93;8.10
5694;MILansing;0.06;0.12;-0.55;-0.07;-0.46;-0.09;-0.06;0.58;;-0.06;0.25;0.35;;0.78;0.09;;0.04;0.27;0.58;0.40;0.39;-0.03;0.02;-0.12;3.72;-0.27;2.49;1.50;6.26;8.06;-1.44;2.53;-2.89;0.31;-0.75;9.22;1.86;12.43;5.84
5695;MIWoodhaven;-0.02;-0.02;0.67;0.27;0.82;0.01;0.34;0.69;0.47;-0.11;0.58;0.64;-0.16;0.38;0.92;0.77;-0.07;0.65;0.46;0.77;0.08;0.34;0.09;-0.05;2.20;-0.40;2.87;-0.27;19.32;11.02;2.70;4.30;1.30;0.95;1.43;22.95;2.49;31.75;29.94
5695;MILakeSuperiorStateUniversity;0.08;0.06;0.76;-0.08;0.75;-0.05;0.02;0.70;-4.33;0.22;0.81;0.29;0.52;0.67;0.50;0.67;0.08;0.38;0.38;0.51;-0.01;-0.02;0.07;-0.04;4.58;-0.52;4.12;0.98;13.45;8.18;1.12;4.65;-0.51;0.90;-0.32;17.71;2.05;25.17;16.95
5695;MILivonia;-0.01;0.04;0.29;-0.25;0.04;0.03;0.23;0.52;;0.37;0.80;0.42;;0.19;0.29;0.67;0.33;0.81;0.38;0.39;0.23;-0.15;0.03;-0.01;2.15;-0.11;1.91;0.36;14.20;11.25;-0.66;2.52;1.09;0.58;-0.79;15.56;2.44;21.79;20.96
5696;MexicoCity;0.00;0.00;-0.32;0.08;-0.15;0.00;-0.07;0.47;0.32;-0.51;-0.03;-0.13;0.20;-1.56;0.40;;-0.04;-0.13;-0.20;0.19;0.32;-0.05;-0.10;-0.11;0.33;0.17;0.15;0.00;1.46;1.40;-0.26;0.28;0.03;0.06;-0.82;0.97;0.30;1.25;-0.43
5697;MIAnnArborSkyline;-0.01;0.14;-0.11;0.36;0.56;-0.06;0.32;0.81;;-0.05;0.87;0.75;;0.49;0.83;;0.03;0.93;0.45;0.72;0.47;-0.02;-0.18;-0.06;12.89;-0.47;12.03;1.33;15.90;8.67;1.60;5.49;0.14;1.11;-0.41;28.37;2.94;37.47;33.30
5697;MIKetteringUniversity2;0.00;0.01;0.40;-0.02;0.30;0.00;-0.08;0.60;1.44;-0.25;0.76;0.38;176.05;0.44;0.66;0.52;-0.23;0.65;0.46;0.65;0.01;-0.16;0.09;0.15;2.66;1.01;1.54;0.11;12.55;9.84;0.71;1.40;0.60;0.32;-0.04;15.17;2.12;21.42;13.52
5699;TorontoCentral;-0.01;-0.01;3.12;-0.16;2.89;0.05;0.32;0.68;0.07;1.38;;0.38;;-0.07;1.05;1.11;1.21;0.53;-0.15;0.79;0.14;0.49;0.06;0.42;4.86;1.27;3.69;-0.10;25.45;13.42;5.45;5.20;1.38;1.13;4.54;34.86;3.05;51.53;42.50
5700;SiliconValley;0.00;-0.12;-0.06;0.63;0.43;0.03;0.42;0.75;;0.11;;0.39;;0.84;0.22;;0.58;0.69;0.59;0.59;0.49;-0.01;0.02;0.03;9.51;0.54;10.21;-1.24;16.24;10.94;3.03;1.73;0.53;0.38;0.12;25.87;3.21;35.22;35.18
5701;Hawaii;-0.02;0.12;-0.01;0.39;0.40;-0.05;0.16;0.62;0.12;0.31;1.26;0.33;-0.07;0.17;0.38;-3.11;0.28;0.73;0.10;0.37;0.14;0.71;0.09;-0.01;9.08;0.64;7.29;1.14;12.24;6.87;1.94;2.92;0.51;0.62;3.48;24.80;2.10;31.32;26.70
5702;MILakeSuperiorStateUniversity;0.03;-0.01;0.03;0.66;0.75;-0.10;0.07;0.52;5.63;0.01;1.08;0.52;0.15;-0.31;0.79;0.45;0.11;0.62;-0.14;0.74;-0.21;0.03;-0.04;-0.05;7.09;1.24;5.82;0.03;11.87;6.33;3.38;2.08;0.09;0.42;-0.11;18.85;1.85;25.82;17.56
5702;MIEscanaba;0.00;0.00;-0.14;0.27;0.13;-0.03;-0.17;0.43;1.04;-0.34;0.30;0.37;-0.70;0.03;0.35;0.78;0.09;0.29;-0.20;0.43;0.01;-0.14;0.00;-0.01;0.27;0.88;-0.62;0.00;5.60;5.55;1.08;-0.93;-0.10;-0.19;-0.74;5.13;1.05;8.17;0.86
5703;MIMidland;0.00;-0.03;0.82;-0.64;-0.16;0.04;0.36;0.48;;0.46;0.63;0.71;-13.94;0.51;0.90;;0.40;0.77;0.54;0.74;0.51;0.16;0.32;-0.15;3.01;1.43;1.84;-0.25;14.54;13.72;-1.56;3.82;-1.43;0.67;0.10;17.65;2.93;24.46;25.86
5703;MIStandishSterling;-0.01;-0.04;-0.39;0.12;-0.30;0.00;0.14;0.70;-0.16;-0.01;0.31;0.87;0.00;0.66;0.49;0.51;-0.08;0.68;0.44;0.59;0.28;0.09;-0.01;0.16;3.77;-0.47;4.68;-0.43;13.77;9.62;-0.16;2.32;1.99;0.60;1.25;18.79;2.39;23.83;21.70
5704;MIKetteringUniversity2;0.00;0.07;0.18;0.07;0.16;-0.02;0.08;0.42;-3.57;0.12;0.49;0.76;105.89;0.67;0.05;0.96;0.18;0.58;0.51;0.14;0.24;-0.03;0.16;0.18;3.56;-0.14;2.97;0.73;11.27;7.71;0.69;3.56;-0.69;0.67;0.74;15.58;1.84;20.69;16.80
5704;MILansing;-0.05;0.01;-0.66;-0.19;-0.91;-0.10;0.17;0.63;;0.90;0.28;0.73;;0.66;0.40;;0.74;0.54;0.41;0.36;0.16;0.09;0.03;-0.17;4.23;0.79;3.54;-0.10;14.71;11.65;-2.26;1.34;3.98;0.53;-0.41;18.53;2.68;22.40;19.45
